,Code,Property_Location,Mailing Address
1927,1517_225_1,LANE DRIVE,665 RADIO RD
1928,1517_226_1.01,340 WINDSOR AVENUE,340 WINDSOR AVE
1929,1517_227_1,TUCKERTON MANOR,665 RADIO RD
1930,1517_227_3,FERNWOOD AVENUE,665 RADIO RD
1931,1517_227_4,FERNWOOD AVENUE,665 RADIO RD
1932,1517_227_5,FERNWOOD AVENUE,665 RADIO RD
1933,1517_227_40,TUCKERTON MANOR,665 RADIO RD
1934,1517_227_44,WINDSOR AVENUE,665 RADIO RD
1935,1517_227_48,WINDSOR AVENUE,665 RADIO ROAD
1936,1517_228_7,MILL CREEK DRIVE,665 RADIO RD
1937,1517_228_38,FERNWOOD AVENUE,665 RADIO RD
1938,1517_229_1,MILL CREEK DRIVE,230 S GREEN ST
1939,1517_229_11,TUCKERTON MANOR,665 RADIO RD
1940,1517_229_40,TUCKERTON MANOR,665 RADIO RD
1941,1517_229_44,TUCKERTON MANOR,665 RADIO RD
1942,1517_230_1,TUCKERTON MANOR,340 WINDSOR AVE
1943,1517_230_2,TUCKERTON MANOR,340 WINDSOR AVE
1944,1517_230_4,TUCKERTON MANOR,340 WINDSOR AVE
1945,1517_230_44,CARLTON AVENUE,665 RADIO RD
1946,1517_230_51,CARLTON AVENUE,340 WINDSOR AVE
1947,1517_230_59,TUCKERTON MANOR,340 WINDSOR AVE
1948,1517_231_1,TUCKERTON MANOR,665 RADIO RD
1949,1517_231_44,TUCKERTON MANOR,230 S GREEN ST
1950,1517_232_39,TUCKERTON MANOR,665 RADIO RD
1951,1517_233_1,LANE DRIVE,230 S GREEN ST
1952,1517_233_23,TUCKERTON MANOR,665 RADIO RD
1953,1517_233_39,TUCKERTON MANOR,665 RADIO RD
1954,1517_233_51,TUCKERTON MANOR,665 RADIO RD
1955,1517_235_1,CARLTON AVENUE,340 WINDSOR AVE
1956,1517_235_2,TUCKERTON MANOR,340 WINDSOR AVE
1957,1517_235_5,CARLTON AVENUE,340 WINDSOR AVE
1958,1517_235_21,TUCKERTON MANOR,665 RADIO RD
1959,1517_235_22,CARLTON AVENUE,340 WINDSOR AVE
1960,1517_235_25,TUCKERTON MANOR,665 RADIO RD
1961,1517_235_29,TUCKERTON MANOR,665 RADIO RD
1962,1517_235_31,TUCKERTON MANOR,665 RADIO RD
1963,1517_235_44,MAYFAIR AVENUE,340 WINDSOR AVE
1964,1517_235_55,MAYFAIR AVENUE,665 RADIO RD
1965,1517_237_9,MAYFAIR AVENUE,407 NATIONAL UNION BLVD
1966,1517_237_33,SPORTS COMPLEX DRIVE,407 NATIONAL UNION BLVD
1967,1517_238_1,SPORTS COMPLEX DRIVE,665 RADIO RD
1968,1517_238_16,TUCKERTON MANOR,31 PIKES PEAK RD
1969,1517_238_30,TUCKERTON MANOR,665 RADIO RD
1970,1517_238_32,SPORTS COMPLEX DRIVE,665 RADIO RD
1971,1517_238_54,SPORTS COMPLEX DRIVE,665 RADIO RD
1972,1517_239_21,SPORTS COMPLEX DRIVE,665 RADIO RD
1973,1517_239_31,LANE DRIVE,407 NATIONAL UNION BLVD
1974,1517_240_1,SPORTS COMPLEX DRIVE,407 NATIONAL UNION BLVD
1975,1517_240_60,TUCKERTON MANOR,6 PETERSON DR
1976,1517_247_1,950 ROUTE 539,950 RTE 539
1977,1517_247_1.01,NINTH AVENUE,"823 RADIO RD, PO BOX 660"
1978,1517_250_1,140 SEVENTH AVENUE,750 RTE 539
1979,1517_250_1.01,800 ROUTE 539,5788 RTE 9
1980,1517_250_2,850 ROUTE 539,151 NINTH AVE
1981,1517_250_2.01,151 NINTH AVENUE,151 NINTH AVE
1982,1517_250_3,840 ROUTE 539,840 RTE 539
1983,1517_251_1.02,750 ROUTE 539,750 RTE 539
1984,1517_251_2.01,798 ROUTE 539,750 RTE 539
1985,1517_251_3,700 ROUTE 539,750 RTE 539
1986,1517_254_1,600 ROUTE 539,50 S BOOM WAY
1987,1517_254_2,640 ROUTE 539,50 S BOOM WAY
1988,1517_254_5,698 ROUTE 539,698 RTE 539
1989,1517_254_7,140 FIFTH AVENUE,50 S BOOM WAY
1990,1517_254_8,160 FIFTH AVENUE,160 FIFTH AVE
1991,1517_254_9,180 FIFTH AVENUE,50 S BOOM WAY
1992,1517_254_10,200 FIFTH AVENUE,200 FIFTH AVE
1993,1517_255_1,590 ROUTE 539,590 RTE 539
1994,,,
1995,1517_255_15,151 FIFTH AVENUE,167 FIFTH AVE
1996,1517_255_20,167 FIFTH AVENUE,167 FIFTH AVE
1997,1517_255_25,171 FIFTH AVENUE,167 FIFTH AVE
1998,1517_255_27.01,175 FIFTH AVENUE,15 ANGLER RD
1999,1517_255_31,195 FIFTH AVENUE,195 FIFTH AVE
2000,1517_255_35,22 NUGENTOWN ROAD,22 NUGENTOWN RD
2001,1517_255_39,18 NUGENTOWN ROAD,18 NUGENTOWN RD
2002,1517_255_43,14 NUGENTOWN ROAD,14 NUGENTOWN RD
2003,1517_255_47,10 NUGENTOWN ROAD,10 NUGENTOWN RD
2004,1517_255_55,2 NUGENTOWN ROAD,2 NUGENTOWN RD
2005,1517_256_1.01,50 NUGENTOWN ROAD,50 NUGENTOWN RD
2006,1517_256_1.02,46 NUGENTOWN ROAD,46 NUGENTOWN RD
2007,1517_256_1.04,38 NUGENTOWN ROAD,38 NUGENTOWN RD
2008,1517_257_1,320 NUGENTOWN ROAD,320 NUGENTOWN RD
2009,1517_257_16,310 NUGENTOWN ROAD,310 NUGENTOWN RD
2010,1517_258_3,REAR-NUGENTOWN ROAD,409 S GREEN ST
2011,1517_258_5,43 BRIDGE ROAD,43 BRIDGE RD
2012,1517_258_6,35 BRIDGE ROAD,35 BRIDGE RD
2013,1517_258_7,13 BRIDGE ROAD,19 BRIDGE RD
2014,1517_258_8,626 NUGENTOWN ROAD,626 NUGENTOWN RD
2015,1517_258_9,634 NUGENTOWN ROAD,634 NUGENTOWN RD
2016,1517_258_9.01,644 NUGENTOWN ROAD,644 NUGENTOWN RD
2017,1517_258_9.02,638 NUGENTOWN ROAD,634 NUGENTOWN RD
2018,1517_258_9.03,630 NUGENTOWN ROAD,630 NUGENTOWN RD
2019,1517_258_10,660 NUGENTOWN ROAD,660 NUGENTOWN RD
2020,1517_258_10.02,652 OFF NUGENTOWN ROAD,652 NUGENTOWN RD
2021,1517_258_10.03,656 NUGENTOWN ROAD,656 NUGENTOWN RD
2022,1517_258_13,706 NUGENTOWN ROAD,706 NUGENTOWN RD
2023,1517_258_13.01,736 NUGENTOWN ROAD,736 NUGENTOWN RD
2024,1517_258_13.02,724 NUGENTOWN ROAD,PO BOX 185
2025,1517_258_13.03,712 NUGENTOWN ROAD,712 NUGENTOWN RD
2026,1517_258_13.04,748 NUGENTOWN ROAD,PO BOX 939
2027,1517_258_14.01,16 FOREST EDGE DRIVE,17 FOREST EDGE DR
2028,1517_258_14.02,12 FOREST EDGE DRIVE,17 FOREST EDGE DR
2029,1517_258_14.03,4 ANGELA DRIVE,4 ANGELA DR
2030,1517_258_14.04,4 FOREST EDGE DRIVE,4 FOREST EDGE DR
2031,1517_258_14.05,794 NUGENTOWN ROAD,794 NUGENTOWN RD
2032,1517_258_14.06,782 NUGENTOWN ROAD,782 NUGENTOWN RD
2033,1517_258_14.07,750 NUGENTOWN ROAD,750 NUGENTOWN RD
2034,1517_258_14.08,8 ANGELA DRIVE,8 ANGELA DR
2035,1517_258_14.09,12 ANGELA DRIVE,24 PEBBLE BEACH LN
2036,1517_258_14.10,16 ANGELA DRIVE,16 ANGELA DR
2037,1517_258_14.11,15 ANGELA DRIVE,15 ANGELA DR
2038,1517_258_14.12,11 ANGELA DRIVE,11 ANGELA DR
2039,1517_258_14.13,7 ANGELA DRIVE,7 ANGELA DR
2040,1517_258_15,4 CONIFER COURT,4 CONIFER CT
2041,1517_258_15.01,20 FOREST EDGE DRIVE,20 FOREST EDGE DR
2042,1517_258_15.02,12 CONIFER COURT,12 CONIFER CT
2043,1517_258_15.03,15 CONIFER COURT,15 CONIFER CT
2044,1517_258_15.04,11 CONIFER COURT,11 CONIFER CT
2045,1517_258_15.05,7 CONIFER COURT,7 CONIFER CT
2046,1517_258_15.06,28 FOREST EDGE DRIVE,28 FOREST EDGE DR
2047,1517_258_15.07,36 FOREST EDGE DRIVE,36 FOREST EDGE DR
2048,1517_258_15.08,40 FOREST EDGE DRIVE,40 FOREST EDGE DR
2049,1517_258_16,9 BRIDGE ROAD,125 MARYBELL RD
2050,1517_258_17,5 BRIDGE ROAD,5 BRIDGE RD
2051,1517_258_18,602 NUGENTOWN ROAD,602 NUGENTOWN RD
2052,1517_258_19,608 NUGENTOWN ROAD,608 NUGENTOWN RD
2053,1517_258_19.01,614 NUGENTOWN ROAD,614 NUGENTOWN RD
2054,1517_258_21,670 NUGENTOWN ROAD,670 NUGENTOWN RD
2055,1517_258_22,27 BRIDGE ROAD,PO BOX 933
2056,1517_258_23,19 BRIDGE ROAD,19 BRIDGE RD
2057,1517_259_3,BRIDGE ROAD,409 S GREEN ST
2058,1517_261_2.01,960 NUGENTOWN ROAD,960 NUGENTOWN RD
2059,1517_261_2.02,970 NUGENTOWN ROAD,970 NUGENTOWN RD
2060,1517_261_2.04,4 ALTORI COURT,15 DOCK AVE
2061,1517_261_2.05,6 ALTORI COURT,6 ALTORI CT
2062,1517_261_2.07,10 ALTORI COURT,10 ALTORI CT
2063,1517_261_2.08,12 ALTORI COURT,12 ALTORI CT
2064,1517_261_2.09,11 ALTORI COURT,11 ALTORI CT
2065,1517_261_2.10,9 ALTORI COURT,9 ALTORI CT
2066,1517_261_2.11,7 ALTORI COURT,7 ALTORI CT
2067,1517_261_2.12,5 ALTORI COURT,5 ALTORI CT
2068,1517_261_2.13,3 ALTORI COURT,3 ALTORI CT
2069,1517_261_2.14,1 ALTORI COURT,1 ALTORI CT
2070,1517_261_2.15,996 NUGENTOWN ROAD,996 NUGENTOWN RD
2071,1517_261_2.16,998 NUGENTOWN ROAD,998 NUGENTOWN RD
2072,1517_261_2.17,NUGENTOWN ROAD,665 RADIO RD
2073,1517_261_2.18,2 ALTORI COURT,2 ALTORI CT
2074,1517_261_6,940 NUGENTOWN ROAD,940 NUGENTOWN RD
2075,1517_261_6.05,926 OFF NUGENTOWN ROAD,926 NUGENTOWN RD
2076,1517_261_7.05,3 MAGNOLIA COURT,3 MAGNOLIA CT
2077,1517_261_7.06,7 MAGNOLIA COURT,7 MAGNOLIA CT
2078,1517_261_7.07,11 MAGNOLIA COURT,11 MAGNOLIA CT
2079,1517_261_7.10,13 EVERGREEN DRIVE,13 EVERGREEN DR
2080,1517_261_7.11,31 FOREST EDGE DRIVE,31 FOREST EDGE DR
2081,1517_261_7.12,35 FOREST EDGE DRIVE,35 FOREST EDGE DR
2082,1517_261_7.13,39 FOREST EDGE DRIVE,39 FOREST EDGE DR
2083,1517_261_7.14,43 FOREST EDGE DRIVE,43 FOREST EDGE DR
2084,1517_261_9,9 MAGNOLIA COURT,9 MAGNOLIA CT
2085,1517_261.01_7,21 FOREST EDGE DRIVE,21 FOREST EDGE DR
2086,1517_261.01_7.01,25 FOREST EDGE DRIVE,25 FOREST EDGE DR
2087,1517_261.01_7.02,16 EVERGREEN DRIVE,16 EVERGREEN DR
2088,1517_261.01_8,880 NUGENTOWN ROAD,880 NUGENTOWN RD
2089,1517_261.01_8.01,860 NUGENTOWN ROAD,860 NUGENTOWN RD
2090,1517_261.01_8.02,850 NUGENTOWN ROAD,850 NUGENTOWN RD
2091,1517_261.01_8.03,17 FOREST EDGE DRIVE,17 FOREST EDGE DR
2092,1517_261.01_8.04,840 NUGENTOWN ROAD,840 NUGENTOWN RD
2093,1517_261.01_8.05,820 NUGENTOWN ROAD,820 NUGENTOWN RD
2094,1517_261.01_8.06,810 NUGENTOWN ROAD,810 NUGENTOWN RD
2095,1517_261.01_8.07,806 NUGENTOWN ROAD,806 NUGENTOWN RD
2096,1517_262_2,995 NUGENTOWN ROAD,995 NUGENTOWN RD
2097,1517_262_2.01,985 NUGENTOWN ROAD,985 NUGENTOWN RD
2098,1517_262_2.02,"4 TONY""S DRIVE","4 TONY""S DR"
2099,1517_262_2.03,"8 TONY""S DRIVE","8 TONY""S DR"
2100,1517_262_2.04,"12 TONY""S DRIVE","12 TONY""S DR"
2101,1517_262_2.06,"20 TONY""S DRIVE","20 TONY""S DR"
2102,1517_262_2.07,"24 TONY""S DRIVE","24 TONY""S DR"
2103,1517_262_2.08,"28 TONY""S DRIVE","28 TONY""S DR"
2104,1517_262_2.09,"32 TONY""S DRIVE","32 TONY""S DR"
2105,1517_262_2.10,"36 TONY""S DRIVE","36 TONY""S DR"
2106,1517_262_2.12,"44 TONY""S DRIVE","44 TONY""S DR"
2107,1517_262_2.14,"39 TONY""S DRIVE",20 HARVEST WAY
2108,1517_262_2.16,"31 TONY""S DRIVE","31 TONY""S DR"
2109,1517_262_2.17,"27 TONY""S DRIVE","27 TONY""S DR"
2110,1517_262_2.18,"23 TONY""S DRIVE","23 TONY""S DR"
2111,1517_262_2.19,"19 TONY""S DRIVE",314 BEACH PLUM CT
2112,1517_262_2.20,"15 TONY""S DRIVE","15 TONY""S DR"
2113,1517_262_2.21,"11 TONY""S DRIVE","11 TONY""S DR"
2114,1517_262_2.24,"3 TONY""S DRIVE","3 TONY""S DR"
2115,1517_262_5.01,20 JOHN STREET,20 JOHN ST
2116,1517_262_5.02,24 JOHN STREET,24 JOHN ST
2117,1517_262_5.03,28 JOHN STREET,28 JOHN ST
2118,1517_262_5.04,32 JOHN STREET,32 JOHN ST
2119,1517_262_5.05,36 JOHN STREET,36 JOHN ST
2120,1517_262_5.06,39 JOHN STREET,39 JOHN ST
2121,1517_262_5.08,33 JOHN STREET,33 JOHN ST
2122,1517_262_5.09,29 JOHN STREET,29 JOHN ST
2123,1517_262_5.10,19 JOHN STREET,19 JOHN ST
2124,1517_262_5.11,20 ARLENE DRIVE,20 ARLENE DR
2125,1517_262_5.12,16 ARLENE DRIVE,16 ARLENE DR
2126,1517_262_6.01,48 MY WAY,48 MY WAY
2127,1517_262_6.02,52 MY WAY,PO BOX 85
2128,1517_262_6.03,56 MY WAY,56 MY WAY
2129,1517_262_6.04,2 TIMBER DRIVE,2 TIMBER DR
2130,1517_262_6.05,4 TIMBER DRIVE,4 TIMBER DR
2131,1517_262_6.06,6 TIMBER DRIVE,6 TIMBER DR
2132,1517_262_6.08,3 TIMBER DRIVE,3 TIMBER DR
2133,1517_262_6.09,55 MY WAY,55 MY WAY
2134,1517_262_6.11,47 MY WAY,47 MY WAY
2135,1517_262_6.13,35 MY WAY,35 MY WAY
2136,1517_262_6.14,27 MY WAY,27 MY WAY
2137,1517_262_6.15,15 MY WAY,15 MY WAY
2138,1517_262_6.18,20 MY WAY,20 MY WAY
2139,1517_262_6.19,24 MY WAY,2 GREENSIDE DR
2140,1517_262_6.20,28 MY WAY,28 MY WAY
2141,1517_262_6.21,32 MY WAY,32 MAY WAY
2142,1517_262_6.22,36 MY WAY,36 MY WAY
2143,1517_262_6.23,40 MY WAY,40 MY WAY
2144,1517_262_6.24,44 MY WAY,44 MY WAY
2145,1517_262_7,27 ARLENE DRIVE,27 ARLENE DR
2146,1517_262_8,1 GENEVIEVE COURT,1 GENEVIEVE CT
2147,1517_262_8.01,3 GENEVIEVE COURT,3 GENEVIEVE CT
2148,1517_262_8.02,4 GENEVIEVE COURT,4 GENEVIEVE CT
2149,1517_262_8.03,825 NUGENTOWN ROAD,825 NUGENTOWN RD
2150,1517_262_8.04,845 NUGENTOWN ROAD,845 NUGENTOWN RD
2151,1517_262_8.05,855 NUGENTOWN ROAD,855 NUGENTOWN RD
2152,1517_262_8.06,895 NUGENTOWN ROAD,895 NUGENTOWN RD
2153,1517_262_8.07,3 ARLENE DRIVE,3 ARLENE DR
2154,1517_262_8.08,7 ARLENE DRIVE,7 ARLENE DR
2155,1517_262_8.09,11 ARLENE DRIVE,11 ARLENE DR
2156,1517_262_8.10,15 ARLENE DRIVE,15 ARLENE DR
2157,1517_262_8.11,19 ARLENE DRIVE,19 ARLENE DR
2158,1517_262_8.12,23 ARLENE DRIVE,27 MY WAY
2159,1517_262_8.13,15 JOHN STREET,15 JOHN ST
2160,1517_262_8.14,8 ARLENE DRIVE,8 ARLENE DR
2161,1517_262_8.15,12 ARLENE DRIVE,12 ARLENE DR
2162,1517_262_8.16,4 JOHN STREET,4 JOHN ST
2163,1517_262_8.17,8 JOHN STREET,8 JOHN ST
2164,1517_262_8.18,12 JOHN STREET,12 JOHN ST
2165,1517_262_8.19,16 JOHN STREET,16 JOHN ST
2166,1517_262_8.20,865 NUGENTOWN ROAD,865 NUGENTOWN RD
2167,1517_262_8.21,885 NUGENTOWN ROAD,885 NUGENTOWN RD
2168,1517_262_9,935 NUGENTOWN ROAD,935 NUGENTOWN RD
2169,1517_262_9.01,925 NUGENTOWN ROAD,925 NUGENTOWN RD
2170,1517_262_11.01,779 NUGENTOWN ROAD,779 NUGENTOWN RD
2171,1517_262_11.02,755 NUGENTOWN ROAD,755 NUGENTOWN RD
2172,1517_262_11.03,NUGENTOWN ROAD,755 NUGENTOWN RD
2173,1517_262_12.02,739 NUGENTOWN ROAD,739 NUGENTOWN RD
2174,1517_262_12.03,729 NUGENTOWN ROAD,729 NUGENTOWN RD
2175,1517_262_12.04,711 NUGENTOWN ROAD,711 NUGENTOWN RD
2176,1517_262_12.05,2 HAY ROAD,2 HAY RD
2177,1517_262_12.06,4 HAY ROAD,4 HAY RD
2178,1517_262_12.07,8 HAY ROAD,8 HAY RD
2179,1517_262_12.08,12 HAY ROAD,12 HAY RD
2180,1517_262_12.09,16 HAY ROAD,16 HAY RD
2181,1517_262_12.10,20 HAY ROAD,20 HAY RD
2182,1517_262_13,SOUTH OF NUGENTOWN ROAD,665 RADIO RD
2183,1517_262_14.01,340 STAGE ROAD,340 STAGE RD
2184,1517_262_14.02,336 STAGE ROAD,336 STAGE RD
2185,1517_262_14.03,334 STAGE ROAD,334 STAGE RD
2186,1517_262_14.04,320 STAGE ROAD,320 STAGE RD
2187,1517_262_16.02,795 NUGENTOWN ROAD,795 NUGENTOWN RD
2188,1517_262_16.03,815 NUGENTOWN ROAD,815 NUGENTOWN RD
2189,1517_262_17,460 STAGE ROAD,460 STAGE RD
2190,1517_262_17.01,434 STAGE ROAD,432 STAGE RD
2191,1517_262_19.02,785 NUGENTOWN ROAD,785 NUGENTOWN RD
2192,1517_262_20,805 NUGENTOWN ROAD,805 NUGENTOWN RD
2193,1517_262_21,432 STAGE ROAD,432 STAGE RD
2194,1517_262_22,436 STAGE ROAD,436 STAGE RD
2195,1517_262_23,440 STAGE ROAD,440 STAGE RD
2196,1517_262_24,444 STAGE ROAD,444 STAGE RD
2197,1517_262_25,4 STAGECOACH DRIVE,4 STAGECOACH DR
2198,1517_262_26,8 STAGECOACH DRIVE,8 STAGECOACH DR
2199,1517_262_27,12 STAGECOACH DRIVE,12 STAGECOACH DR
2200,1517_262_28,16 STAGECOACH DRIVE,16 STAGECOACH DR
2201,1517_262_29,20 STAGECOACH DRIVE,20 STAGECOACH DR
2202,1517_262_30,24 STAGECOACH DRIVE,24 STAGECOACH DR
2203,1517_262_32,32 STAGECOACH COURT,32 STAGECOACH CT
2204,1517_262_33,36 STAGECOACH COURT,665 RADIO RD
2205,1517_262_34,40 STAGECOACH COURT,40 STAGECOACH CT
2206,1517_262_35,37 STAGECOACH COURT,37 STAGECOACH CT
2207,1517_262_36,33 STAGECOACH COURT,33 STAGECOACH DR
2208,1517_262_38,25 STAGECOACH DRIVE,25 STAGECOACH DR
2209,1517_262_39,21 STAGECOACH DRIVE,21 STAGECOACH DR
2210,1517_262_40,17 STAGECOACH DRIVE,17 STAGECOACH DR
2211,1517_262_41,13 STAGECOACH DRIVE,13 STAGECOACH DR
2212,1517_262_42,9 STAGECOACH DRIVE,9 STAGECOACH DR
2213,1517_262_43,424 STAGE ROAD,424 STAGE RD
2214,1517_262_44,420 STAGE ROAD,420 STAGE RD
2215,1517_262_45,416 STAGE ROAD,221 STAGE RD
2216,1517_262_46,412 STAGE ROAD,412 STAGE RD
2217,1517_262_47,408 STAGE ROAD,408 STAGE RD
2218,1517_262_48,404 STAGE ROAD,404 STAGE RD
2219,1517_262_49,400 STAGE ROAD,400 STAGE RD
2220,1517_263_1,699 NUGENTOWN ROAD,699 NUGENTOWN RD
2221,1517_263_2,5 HAY ROAD,124 S COMMODORE DR
2222,1517_263_2.01,15 HAY ROAD,15 HAY RD
2223,1517_263_2.02,11 HAY ROAD,11 HAY RD
2224,1517_263_2.03,7 HAY ROAD,7 HAY RD
2225,1517_263_3,3 HAY ROAD,3 HAY RD
2226,1517_263_5,210 OTIS BOG ROAD,164 OAK LEAF DR
2227,1517_263_5.01,220 OTIS BOG ROAD,220 OTIS BOG RD
2228,1517_263_5.02,230 OTIS BOG ROAD,230 OTIS BOG RD
2229,1517_263_5.03,240 OTIS BOG ROAD,240 OTIS BOG RD
2230,1517_263_6.01,318 STAGE ROAD,318 STAGE RD
2231,1517_263_6.02,314 STAGE ROAD,314 STAGE RD
2232,1517_263_7,302 STAGE ROAD,302 STAGE RD
2233,1517_263_7.02,310 STAGE ROAD,310 STAGE ROAD
2234,1517_263_8,673 NUGENTOWN ROAD,679 NUGENTOWN RD
2235,1517_263_9,691 NUGENTOWN ROAD,691 NUGENTOWN RD
2236,1517_263_9.01,685 NUGENTOWN ROAD,685 NUGENTOWN RD
2237,1517_263_10,679 NUGENTOWN ROAD,679 NUGENTOWN RD
2238,,,
2239,1517_263_12,292 OTIS BOG ROAD,292 OTIS BOG RD
2240,1517_263_13,296 OTIS BOG ROAD,296 OTIS BOG RD
2241,1517_264_1,251 OTIS BOG ROAD,665 RADIO RD
2242,1517_264_1.01,255 OTIS BOG ROAD,255 OTIS BOG RD
2243,1517_264_1.02,263 OTIS BOG ROAD,263 OTIS BOG RD
2244,1517_264_1.03,259 OTIS BOG ROAD,259 OTIS BOG RD
2245,1517_264_2,641 NUGENTOWN ROAD,641 NUGENTOWN RD
2246,1517_264_3,633 NUGENTOWN ROAD,633 NUGENTOWN RD
2247,1517_264_4.01,625 NUGENTOWN ROAD,625 NUGENTOWN RD
2248,1517_264_4.04,627 NUGENTOWN ROAD,780 RT 9 N
2249,1517_264_5,605 NUGENTOWN ROAD,565 NUGENTOWN RD
2250,1517_264_5.01,591 NUGENTOWN ROAD,565 NUGENTOWN RD
2251,1517_264_6,565 NUGENTOWN ROAD,565 NUGENTOWN RD
2252,1517_264_7,RIDER ROAD,565 NUGENTOWN RD
2253,1517_264_8,140 GIFFORDTOWN LANE,140 GIFFORDTOWN LANE
2254,1517_264_9,128 GIFFORDTOWN LANE,128 GIFFORDTOWN LN
2255,1517_264_10,110 GIFFORDTOWN LANE,110 GIFFORDTOWN LN
2256,1517_264_11.02,120 STAGE ROAD,1451 RTE 539
2257,1517_264_11.03,STAGE ROAD,1451 RTE 539
2258,1517_264_11.04,STAGE ROAD,1451 RTE 539
2259,1517_264_11.05,150 STAGE ROAD,150 STAGE RD
2260,1517_264_11.06,2 MADELINE LANE,33 VINCENT CT
2261,1517_264_11.07,1 MARIA DRIVE,1 MARIA DR
2262,1517_264_11.08,3 MARIA DRIVE,3 MARIA DR
2263,1517_264_11.09,5 MARIA DRIVE,5 MARIA DR
2264,1517_264_11.11,MARIA DRIVE,665 RADIO RD
2265,1517_264_11.12,8 MARIA DRIVE,8 MARIA DR
2266,1517_264_11.13,1 CONCETTA COURT,1 CONCETTA CT
2267,1517_264_11.14,3 CONCETTA COURT,3 CONCETTA CT
2268,1517_264_11.15,8 CONCETTA COURT,8 CONCETTA CT
2269,1517_264_11.16,6 CONCETTA COURT,6 CONCETTA CT
2270,1517_264_11.17,4 CONCETTA COURT,4 CONCETTA CT
2271,1517_264_11.18,2 CONCETTA COURT,2 CONCETTA CT
2272,1517_264_11.19,2 MARIA DRIVE,2 MARIA DR
2273,1517_264_11.20,8 MADELINE LANE,8 MADELINE LN
2274,1517_264_11.21,10 MADELINE LANE,10 MADELINE LN
2275,1517_264_11.22,12 MADELINE LANE,12 MADELINE LN
2276,1517_264_11.23,OFF CONCETTA COURT,665 RADIO RD
2277,1517_264_12,13 MADELINE LANE,13 MADELINE LN
2278,1517_264_13,160 STAGE ROAD,200 WEST ST
2279,1517_264_14.01,9 MADELINE LANE,9 MADELINE LN
2280,1517_264_14.02,11 MADELINE LANE,665 RADIO RD
2281,1517_264_14.03,5 MADELINE LANE,5 MADELINE LN
2282,1517_264_14.04,7 MADELINE LANE,7 MADELINE LN
2283,1517_264_14.05,164 STAGE ROAD,164 STAGE RD
2284,1517_264_14.06,3 MADELINE LANE,206 ALLEN ST
2285,1517_264_15,170 STAGE ROAD,170 STAGE RD
2286,1517_264_17.01,3 PEMBROOK COURT,3 PEMBROOK CT
2287,1517_264_17.02,5 PEMBROOK COURT,5 PEMBROOK CT
2288,1517_264_17.03,7 PEMBROOK COURT,7 PEMBROOK CT
2289,1517_264_17.04,9 PEMBROOK COURT,8 HARTNETT WAY
2290,1517_264_17.06,13 PEMBROOK COURT,13 PEMBROOK CT
2291,1517_264_17.07,15 PEMBROOK COURT,15 PEMBROOK CT
2292,1517_264_17.08,17 PEMBROOK COURT,17 PEMBROOK CT
2293,1517_264_17.10,21 PEMBROOK COURT,21 PEMBROOK CT
2294,1517_264_17.11,22 PEMBROOK COURT,22 PEMBROOK CT
2295,1517_264_17.12,20 PEMBROOK COURT,20 PEMBROOK CT
2296,1517_264_17.13,18 PEMBROOK COURT,18 PEMBROOK CT
2297,1517_264_17.14,16 PEMBROOK COURT,16 PEMBROOK CT
2298,1517_264_17.15,14 PEMBROOK COURT,14 PEMBROOK CT
2299,1517_264_17.16,12 PEMBROOK COURT,12 PEMBROOK CT
2300,1517_264_17.17,LULLINGSTONE LANE,665 RADIO RD
2301,1517_264_17.18,8 LULLINGSTONE LANE,8 LULLINGSTONE LN
2302,1517_264_17.20,4 LULLINGSTONE LANE,4 LULLINGSTONE LN
2303,1517_264_18,220 STAGE ROAD,1510 RTE 539
2304,1517_264_19,218 STAGE ROAD,218 STAGE RD
2305,1517_264_19.01,25 BAYBERRY DRIVE,25 BAYBERRY DR
2306,1517_264_20,236 STAGE ROAD,236 STAGE RD
2307,1517_264_20.01,3 BAYBERRY DRIVE,3 BAYBERRY DR
2308,1517_264_20.02,9 BAYBERRY DRIVE,9 BAYBERRY DR
2309,1517_264_20.03,11 BAYBERRY DRIVE,11 BAYBERRY DR
2310,1517_264_20.04,17 BAYBERRY DRIVE,17 BAYBERRY DR
2311,1517_264_20.05,21 BAYBERRY DRIVE,21 BAYBERRY DR
2312,1517_264_20.06,20 BAYBERRY DRIVE,PO BOX 27370
2313,1517_264_20.07,16 BAYBERRY DRIVE,16 BAYBERRY DR
2314,1517_264_20.08,12 BAYBERRY DRIVE,12 BAYBERRY DR
2315,1517_264_20.09,8 BAYBERRY DRIVE,8 BAYBERRY DR
2316,1517_264_20.10,4 BAYBERRY DRIVE,4 BAYBERRY DR
2317,1517_264_21,216 STAGE ROAD,216 STAGE RD
2318,1517_264_21.01,226 STAGE ROAD,1510 RTE 539
2319,1517_264_22,230 STAGE ROAD,1510 RTE 539
2320,1517_264_23,232 STAGE ROAD,232 STAGE RD
2321,1517_264_24,234 STAGE ROAD,234 STAGE RD
2322,1517_264_25,238 STAGE ROAD,238 STAGE RD
2323,1517_264_26,122 GIFFORDTOWN LANE,122 GIFFORDTOWN LN
2324,1517_264_27,108 STAGE ROAD,108 STAGE RD
2325,1517_264_28,116 GIFFORDTOWN LANE,116 GIFFORDTOWN LN
2326,1517_264_29,110 STAGE ROAD,110 STAGE RD
2327,1517_264_30,104 STAGE ROAD,104 STAGE RD
